MODEL;SCENARIO;REGION;VARIABLE;UNIT;2010
Reference;HBS 2010;HRV;Education|No Education|D7;%;1.179941003
Reference;HBS 2010;HRV;Education|No Education|D8;%;1.208459215
Reference;HBS 2010;HRV;Education|No Education|D9;%;0.301204819
Reference;HBS 2010;HRV;Education|Primary Education|D1;%;25.20107239
Reference;HBS 2010;HRV;Education|Primary Education|D10;%;3.726708075
Reference;HBS 2010;HRV;Education|Primary Education|D2;%;26.30136986
Reference;HBS 2010;HRV;Education|Primary Education|D3;%;21.16991643
Reference;HBS 2010;HRV;Education|Primary Education|D4;%;14.94252874
Reference;HBS 2010;HRV;Education|Primary Education|D5;%;7.848837209
Reference;HBS 2010;HRV;Education|Primary Education|D6;%;8.454810496
Reference;HBS 2010;HRV;Education|Primary Education|D7;%;4.719764012
Reference;HBS 2010;HRV;Education|Primary Education|D8;%;5.438066465
Reference;HBS 2010;HRV;Education|Primary Education|D9;%;2.710843373
Reference;HBS 2010;HRV;Education|Secondary Education|D1;%;66.21983914
Reference;HBS 2010;HRV;Education|Secondary Education|D10;%;48.13664596
Reference;HBS 2010;HRV;Education|Secondary Education|D2;%;68.21917808
Reference;HBS 2010;HRV;Education|Secondary Education|D3;%;74.37325905
Reference;HBS 2010;HRV;Education|Secondary Education|D4;%;78.73563218
Reference;HBS 2010;HRV;Education|Secondary Education|D5;%;84.88372093
Reference;HBS 2010;HRV;Education|Secondary Education|D6;%;78.13411079
Reference;HBS 2010;HRV;Education|Secondary Education|D7;%;80.53097345
Reference;HBS 2010;HRV;Education|Secondary Education|D8;%;73.41389728
Reference;HBS 2010;HRV;Education|Secondary Education|D9;%;69.57831325
Reference;HBS 2010;HRV;Education|Tertiary Education|D1;%;1.876675603
Reference;HBS 2010;HRV;Education|Tertiary Education|D10;%;47.82608696
Reference;HBS 2010;HRV;Education|Tertiary Education|D2;%;2.465753425
Reference;HBS 2010;HRV;Education|Tertiary Education|D3;%;1.39275766
Reference;HBS 2010;HRV;Education|Tertiary Education|D4;%;5.747126437
Reference;HBS 2010;HRV;Education|Tertiary Education|D5;%;5.813953488
Reference;HBS 2010;HRV;Education|Tertiary Education|D6;%;10.78717201
Reference;HBS 2010;HRV;Education|Tertiary Education|D7;%;13.56932153
Reference;HBS 2010;HRV;Education|Tertiary Education|D8;%;19.93957704
Reference;HBS 2010;HRV;Education|Tertiary Education|D9;%;27.40963855
Reference;HBS 2010;HRV;Emissions per capita|D1;tCO2;2.626447506
Reference;HBS 2010;HRV;Emissions per capita|D10;tCO2;7.755521378
Reference;HBS 2010;HRV;Emissions per capita|D2;tCO2;3.217493388
Reference;HBS 2010;HRV;Emissions per capita|D3;tCO2;3.484644186
Reference;HBS 2010;HRV;Emissions per capita|D4;tCO2;3.746196506
Reference;HBS 2010;HRV;Emissions per capita|D5;tCO2;4.074429766
Reference;HBS 2010;HRV;Emissions per capita|D6;tCO2;4.195224013
Reference;HBS 2010;HRV;Emissions per capita|D7;tCO2;4.62941477
Reference;HBS 2010;HRV;Emissions per capita|D8;tCO2;5.644545694
Reference;HBS 2010;HRV;Emissions per capita|D9;tCO2;5.690449673
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
Reference;HBS 2010;HRV;Expenditure Decile|D1;%;5.831515867
Reference;HBS 2010;HRV;Expenditure Decile|D10;%;15.94942412
Reference;HBS 2010;HRV;Expenditure Decile|D2;%;6.275298212
Reference;HBS 2010;HRV;Expenditure Decile|D3;%;7.3143865
Reference;HBS 2010;HRV;Expenditure Decile|D4;%;8.43646234
Reference;HBS 2010;HRV;Expenditure Decile|D5;%;9.652207093
Reference;HBS 2010;HRV;Expenditure Decile|D6;%;10.11486759
Reference;HBS 2010;HRV;Expenditure Decile|D7;%;10.89225716
Reference;HBS 2010;HRV;Expenditure Decile|D8;%;12.22100642
Reference;HBS 2010;HRV;Expenditure Decile|D9;%;13.32982357
Reference;HBS 2010;HRV;Expenditure Share|Energy|Housing|D1;%;10.60209116
Reference;HBS 2010;HRV;Expenditure Share|Energy|Housing|D10;%;6.200316664
Reference;HBS 2010;HRV;Expenditure Share|Energy|Housing|D2;%;10.91102411
Reference;HBS 2010;HRV;Expenditure Share|Energy|Housing|D3;%;9.165898535
Reference;HBS 2010;HRV;Expenditure Share|Energy|Housing|D4;%;9.181216431
Reference;HBS 2010;HRV;Expenditure Share|Energy|Housing|D5;%;8.687338754
Reference;HBS 2010;HRV;Expenditure Share|Energy|Housing|D6;%;8.545766926
Reference;HBS 2010;HRV;Expenditure Share|Energy|Housing|D7;%;7.913866069
Reference;HBS 2010;HRV;Expenditure Share|Energy|Housing|D8;%;7.545909058
Reference;HBS 2010;HRV;Expenditure Share|Energy|Housing|D9;%;7.174155549
Reference;HBS 2010;HRV;Expenditure Share|Energy|Transportation|D1;%;2.224851729
Reference;HBS 2010;HRV;Expenditure Share|Energy|Transportation|D10;%;5.786958535
Reference;HBS 2010;HRV;Expenditure Share|Energy|Transportation|D2;%;2.170484249
Reference;HBS 2010;HRV;Expenditure Share|Energy|Transportation|D3;%;2.848390295
Reference;HBS 2010;HRV;Expenditure Share|Energy|Transportation|D4;%;3.584573241
Reference;HBS 2010;HRV;Expenditure Share|Energy|Transportation|D5;%;3.922041072
Reference;HBS 2010;HRV;Expenditure Share|Energy|Transportation|D6;%;4.590883169
Reference;HBS 2010;HRV;Expenditure Share|Energy|Transportation|D7;%;5.328280833
Reference;HBS 2010;HRV;Expenditure Share|Energy|Transportation|D8;%;5.619531584
Reference;HBS 2010;HRV;Expenditure Share|Energy|Transportation|D9;%;5.678351616
Reference;HBS 2010;HRV;Expenditure Share|Food|D1;%;32.49854707
Reference;HBS 2010;HRV;Expenditure Share|Food|D10;%;21.0489925
Reference;HBS 2010;HRV;Expenditure Share|Food|D2;%;30.32043111
Reference;HBS 2010;HRV;Expenditure Share|Food|D3;%;30.27668302
Reference;HBS 2010;HRV;Expenditure Share|Food|D4;%;28.07259195
Reference;HBS 2010;HRV;Expenditure Share|Food|D5;%;27.01489691
Reference;HBS 2010;HRV;Expenditure Share|Food|D6;%;27.03803248
Reference;HBS 2010;HRV;Expenditure Share|Food|D7;%;25.79992266
Reference;HBS 2010;HRV;Expenditure Share|Food|D8;%;25.25382042
Reference;HBS 2010;HRV;Expenditure Share|Food|D9;%;23.88092051
Reference;HBS 2010;HRV;Household Size|D1;number;2.508450972
Reference;HBS 2010;HRV;Household Size|D10;number;2.750589377
Reference;HBS 2010;HRV;Household Size|D2;number;2.317755851
Reference;HBS 2010;HRV;Household Size|D3;number;2.456939274
Reference;HBS 2010;HRV;Household Size|D4;number;2.774267373
Reference;HBS 2010;HRV;Household Size|D5;number;2.932115981
Reference;HBS 2010;HRV;Household Size|D6;number;3.086202181
Reference;HBS 2010;HRV;Household Size|D7;number;2.992946323
Reference;HBS 2010;HRV;Household Size|D8;number;3.06810038
Reference;HBS 2010;HRV;Household Size|D9;number;2.994042617
Reference;HBS 2010;HRV;Income Decile|D1;%;2.610824798
Reference;HBS 2010;HRV;Income Decile|D10;%;22.57255655
Reference;HBS 2010;HRV;Income Decile|D2;%;4.149230165
Reference;HBS 2010;HRV;Income Decile|D3;%;5.380889887
Reference;HBS 2010;HRV;Income Decile|D4;%;6.952891969
Reference;HBS 2010;HRV;Income Decile|D5;%;8.317172732
Reference;HBS 2010;HRV;Income Decile|D6;%;9.838620383
Reference;HBS 2010;HRV;Income Decile|D7;%;11.24158075
Reference;HBS 2010;HRV;Income Decile|D8;%;13.23097525
Reference;HBS 2010;HRV;Income Decile|D9;%;15.74618571
Reference;HBS 2010;HRV;Income Share|Capital|D1;%;
Reference;HBS 2010;HRV;Income Share|Capital|D10;%;
Reference;HBS 2010;HRV;Income Share|Capital|D2;%;
Reference;HBS 2010;HRV;Income Share|Capital|D3;%;
Reference;HBS 2010;HRV;Income Share|Capital|D4;%;
Reference;HBS 2010;HRV;Income Share|Capital|D5;%;
Reference;HBS 2010;HRV;Income Share|Capital|D6;%;
Reference;HBS 2010;HRV;Income Share|Capital|D7;%;
Reference;HBS 2010;HRV;Income Share|Capital|D8;%;
Reference;HBS 2010;HRV;Income Share|Capital|D9;%;
Reference;HBS 2010;HRV;Income Share|Labour|D1;%;0.774550484
Reference;HBS 2010;HRV;Income Share|Labour|D10;%;2.783001621
Reference;HBS 2010;HRV;Income Share|Labour|D2;%;
Reference;HBS 2010;HRV;Income Share|Labour|D3;%;2.102921142
Reference;HBS 2010;HRV;Income Share|Labour|D4;%;3.607753602
Reference;HBS 2010;HRV;Income Share|Labour|D5;%;1.193016053
Reference;HBS 2010;HRV;Income Share|Labour|D6;%;3.915357167
Reference;HBS 2010;HRV;Income Share|Labour|D7;%;1.082783868
Reference;HBS 2010;HRV;Income Share|Labour|D8;%;4.678034764
Reference;HBS 2010;HRV;Income Share|Labour|D9;%;2.292297214
Reference;HBS 2010;HRV;Income Share|Other|D1;%;30.82987552
Reference;HBS 2010;HRV;Income Share|Other|D10;%;3.943310064
Reference;HBS 2010;HRV;Income Share|Other|D2;%;
Reference;HBS 2010;HRV;Income Share|Other|D3;%;1.949917898
Reference;HBS 2010;HRV;Income Share|Other|D4;%;15.24143015
Reference;HBS 2010;HRV;Income Share|Other|D5;%;7.887430102
Reference;HBS 2010;HRV;Income Share|Other|D6;%;14.89520976
Reference;HBS 2010;HRV;Income Share|Other|D7;%;6.498877368
Reference;HBS 2010;HRV;Income Share|Other|D8;%;4.237305267
Reference;HBS 2010;HRV;Income Share|Other|D9;%;1.637477421
Reference;HBS 2010;HRV;Income Share|Transfers|D1;%;
Reference;HBS 2010;HRV;Income Share|Transfers|D10;%;
Reference;HBS 2010;HRV;Income Share|Transfers|D2;%;
Reference;HBS 2010;HRV;Income Share|Transfers|D3;%;
Reference;HBS 2010;HRV;Income Share|Transfers|D4;%;
Reference;HBS 2010;HRV;Income Share|Transfers|D5;%;
Reference;HBS 2010;HRV;Income Share|Transfers|D6;%;
Reference;HBS 2010;HRV;Income Share|Transfers|D7;%;
Reference;HBS 2010;HRV;Income Share|Transfers|D8;%;
Reference;HBS 2010;HRV;Income Share|Transfers|D9;%;
Reference;HBS 2010;HRV;Savings Rate|D1;%;-155.0239851
Reference;HBS 2010;HRV;Savings Rate|D10;%;16.02623833
Reference;HBS 2010;HRV;Savings Rate|D2;%;-72.43123012
Reference;HBS 2010;HRV;Savings Rate|D3;%;-57.23492775
Reference;HBS 2010;HRV;Savings Rate|D4;%;-38.71454615
Reference;HBS 2010;HRV;Savings Rate|D5;%;-34.7402864
Reference;HBS 2010;HRV;Savings Rate|D6;%;-19.71787712
Reference;HBS 2010;HRV;Savings Rate|D7;%;-12.78339099
Reference;HBS 2010;HRV;Savings Rate|D8;%;-8.662138569
Reference;HBS 2010;HRV;Savings Rate|D9;%;1.072867031
Reference;HBS 2010;HRV;Wealth Share|D1;%;
Reference;HBS 2010;HRV;Wealth Share|D10;%;
Reference;HBS 2010;HRV;Wealth Share|D2;%;
Reference;HBS 2010;HRV;Wealth Share|D3;%;
Reference;HBS 2010;HRV;Wealth Share|D4;%;
Reference;HBS 2010;HRV;Wealth Share|D5;%;
Reference;HBS 2010;HRV;Wealth Share|D6;%;
Reference;HBS 2010;HRV;Wealth Share|D7;%;
Reference;HBS 2010;HRV;Wealth Share|D8;%;
Reference;HBS 2010;HRV;Wealth Share|D9;%;
Reference;HBS 2010;HUN;Education|No Education|D1;%;11.82495345
Reference;HBS 2010;HUN;Education|No Education|D10;%;0.201005025
Reference;HBS 2010;HUN;Education|No Education|D2;%;9.326923077
Reference;HBS 2010;HUN;Education|No Education|D3;%;8.469387755
Reference;HBS 2010;HUN;Education|No Education|D4;%;8.290685773
Reference;HBS 2010;HUN;Education|No Education|D5;%;5.469556244
Reference;HBS 2010;HUN;Education|No Education|D6;%;3.870292887
Reference;HBS 2010;HUN;Education|No Education|D7;%;2.441505595
Reference;HBS 2010;HUN;Education|No Education|D8;%;0.722394221
Reference;HBS 2010;HUN;Education|No Education|D9;%;0.506072874
Reference;HBS 2010;HUN;Education|Primary Education|D1;%;38.17504655
Reference;HBS 2010;HUN;Education|Primary Education|D10;%;0.804020101
Reference;HBS 2010;HUN;Education|Primary Education|D2;%;34.51923077
Reference;HBS 2010;HUN;Education|Primary Education|D3;%;29.18367347
Reference;HBS 2010;HUN;Education|Primary Education|D4;%;25.79324463
Reference;HBS 2010;HUN;Education|Primary Education|D5;%;21.98142415
Reference;HBS 2010;HUN;Education|Primary Education|D6;%;14.0167364
Reference;HBS 2010;HUN;Education|Primary Education|D7;%;10.17293998
Reference;HBS 2010;HUN;Education|Primary Education|D8;%;7.73993808
Reference;HBS 2010;HUN;Education|Primary Education|D9;%;3.137651822
Reference;HBS 2010;HUN;Education|Secondary Education|D1;%;47.20670391
Reference;HBS 2010;HUN;Education|Secondary Education|D10;%;30.45226131
Reference;HBS 2010;HUN;Education|Secondary Education|D2;%;52.01923077
Reference;HBS 2010;HUN;Education|Secondary Education|D3;%;57.14285714
Reference;HBS 2010;HUN;Education|Secondary Education|D4;%;58.34186285
Reference;HBS 2010;HUN;Education|Secondary Education|D5;%;63.98348813
Reference;HBS 2010;HUN;Education|Secondary Education|D6;%;68.09623431
Reference;HBS 2010;HUN;Education|Secondary Education|D7;%;66.93794507
Reference;HBS 2010;HUN;Education|Secondary Education|D8;%;60.37151703
Reference;HBS 2010;HUN;Education|Secondary Education|D9;%;53.34008097
Reference;HBS 2010;HUN;Education|Tertiary Education|D1;%;2.793296089
Reference;HBS 2010;HUN;Education|Tertiary Education|D10;%;68.54271357
Reference;HBS 2010;HUN;Education|Tertiary Education|D2;%;4.134615385
Reference;HBS 2010;HUN;Education|Tertiary Education|D3;%;5.204081633
Reference;HBS 2010;HUN;Education|Tertiary Education|D4;%;7.574206755
Reference;HBS 2010;HUN;Education|Tertiary Education|D5;%;8.565531476
Reference;HBS 2010;HUN;Education|Tertiary Education|D6;%;14.0167364
Reference;HBS 2010;HUN;Education|Tertiary Education|D7;%;20.44760936
Reference;HBS 2010;HUN;Education|Tertiary Education|D8;%;31.16615067
Reference;HBS 2010;HUN;Education|Tertiary Education|D9;%;43.01619433
Reference;HBS 2010;HUN;Emissions per capita|D1;tCO2;2.748099104
Reference;HBS 2010;HUN;Emissions per capita|D10;tCO2;8.755607621
Reference;HBS 2010;HUN;Emissions per capita|D2;tCO2;2.977856036
Reference;HBS 2010;HUN;Emissions per capita|D3;tCO2;3.452786513
Reference;HBS 2010;HUN;Emissions per capita|D4;tCO2;3.65809302
Reference;HBS 2010;HUN;Emissions per capita|D5;tCO2;3.9184351
Reference;HBS 2010;HUN;Emissions per capita|D6;tCO2;4.141671557
Reference;HBS 2010;HUN;Emissions per capita|D7;tCO2;4.539480275
Reference;HBS 2010;HUN;Emissions per capita|D8;tCO2;5.398604164
Reference;HBS 2010;HUN;Emissions per capita|D9;tCO2;6.034641042
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
Reference;HBS 2010;HUN;Expenditure Decile|D1;%;6.445336446
Reference;HBS 2010;HUN;Expenditure Decile|D10;%;16.36772726
Reference;HBS 2010;HUN;Expenditure Decile|D2;%;7.127269216
Reference;HBS 2010;HUN;Expenditure Decile|D3;%;7.615747811
Reference;HBS 2010;HUN;Expenditure Decile|D4;%;8.287384397
Reference;HBS 2010;HUN;Expenditure Decile|D5;%;8.916911554
Reference;HBS 2010;HUN;Expenditure Decile|D6;%;9.736245491
Reference;HBS 2010;HUN;Expenditure Decile|D7;%;10.74066398
Reference;HBS 2010;HUN;Expenditure Decile|D8;%;11.58876291
Reference;HBS 2010;HUN;Expenditure Decile|D9;%;13.18103089
Reference;HBS 2010;HUN;Expenditure Share|Energy|Housing|D1;%;17.85567853
Reference;HBS 2010;HUN;Expenditure Share|Energy|Housing|D10;%;10.63244571
Reference;HBS 2010;HUN;Expenditure Share|Energy|Housing|D2;%;17.73608385
Reference;HBS 2010;HUN;Expenditure Share|Energy|Housing|D3;%;17.50195732
Reference;HBS 2010;HUN;Expenditure Share|Energy|Housing|D4;%;16.94960062
Reference;HBS 2010;HUN;Expenditure Share|Energy|Housing|D5;%;15.7734591
Reference;HBS 2010;HUN;Expenditure Share|Energy|Housing|D6;%;15.30492054
Reference;HBS 2010;HUN;Expenditure Share|Energy|Housing|D7;%;14.21301303
Reference;HBS 2010;HUN;Expenditure Share|Energy|Housing|D8;%;13.50223322
Reference;HBS 2010;HUN;Expenditure Share|Energy|Housing|D9;%;12.42721701
Reference;HBS 2010;HUN;Expenditure Share|Energy|Transportation|D1;%;1.284584096
Reference;HBS 2010;HUN;Expenditure Share|Energy|Transportation|D10;%;4.12838192
Reference;HBS 2010;HUN;Expenditure Share|Energy|Transportation|D2;%;1.525799702
Reference;HBS 2010;HUN;Expenditure Share|Energy|Transportation|D3;%;1.574568452
Reference;HBS 2010;HUN;Expenditure Share|Energy|Transportation|D4;%;1.877151059
Reference;HBS 2010;HUN;Expenditure Share|Energy|Transportation|D5;%;2.224547245
Reference;HBS 2010;HUN;Expenditure Share|Energy|Transportation|D6;%;2.495296154
Reference;HBS 2010;HUN;Expenditure Share|Energy|Transportation|D7;%;2.855196551
Reference;HBS 2010;HUN;Expenditure Share|Energy|Transportation|D8;%;3.346389514
Reference;HBS 2010;HUN;Expenditure Share|Energy|Transportation|D9;%;3.569118784
Reference;HBS 2010;HUN;Expenditure Share|Food|D1;%;24.16827151
Reference;HBS 2010;HUN;Expenditure Share|Food|D10;%;14.70859026
Reference;HBS 2010;HUN;Expenditure Share|Food|D2;%;22.25246382
Reference;HBS 2010;HUN;Expenditure Share|Food|D3;%;21.85951665
Reference;HBS 2010;HUN;Expenditure Share|Food|D4;%;20.86309987
Reference;HBS 2010;HUN;Expenditure Share|Food|D5;%;19.69723422
Reference;HBS 2010;HUN;Expenditure Share|Food|D6;%;19.24156521
Reference;HBS 2010;HUN;Expenditure Share|Food|D7;%;19.13363282
Reference;HBS 2010;HUN;Expenditure Share|Food|D8;%;18.37658557
Reference;HBS 2010;HUN;Expenditure Share|Food|D9;%;16.89646729
Reference;HBS 2010;HUN;Household Size|D1;number;2.677569884
Reference;HBS 2010;HUN;Household Size|D10;number;2.363566608
Reference;HBS 2010;HUN;Household Size|D2;number;2.51688761
Reference;HBS 2010;HUN;Household Size|D3;number;2.29642775
Reference;HBS 2010;HUN;Household Size|D4;number;2.368286113
Reference;HBS 2010;HUN;Household Size|D5;number;2.343324666
Reference;HBS 2010;HUN;Household Size|D6;number;2.432086794
Reference;HBS 2010;HUN;Household Size|D7;number;2.453699361
Reference;HBS 2010;HUN;Household Size|D8;number;2.511972631
Reference;HBS 2010;HUN;Household Size|D9;number;2.520033254
Reference;HBS 2010;HUN;Income Decile|D1;%;4.176092363
Reference;HBS 2010;HUN;Income Decile|D10;%;21.55941571
Reference;HBS 2010;HUN;Income Decile|D2;%;5.688306141
Reference;HBS 2010;HUN;Income Decile|D3;%;6.38349164
Reference;HBS 2010;HUN;Income Decile|D4;%;7.333763508
Reference;HBS 2010;HUN;Income Decile|D5;%;8.157385519
Reference;HBS 2010;HUN;Income Decile|D6;%;9.314893063
Reference;HBS 2010;HUN;Income Decile|D7;%;10.55339131
Reference;HBS 2010;HUN;Income Decile|D8;%;12.22690672
Reference;HBS 2010;HUN;Income Decile|D9;%;14.61974363
Reference;HBS 2010;HUN;Income Share|Capital|D1;%;
Reference;HBS 2010;HUN;Income Share|Capital|D10;%;
Reference;HBS 2010;HUN;Income Share|Capital|D2;%;
Reference;HBS 2010;HUN;Income Share|Capital|D3;%;
Reference;HBS 2010;HUN;Income Share|Capital|D4;%;
Reference;HBS 2010;HUN;Income Share|Capital|D5;%;
Reference;HBS 2010;HUN;Income Share|Capital|D6;%;
Reference;HBS 2010;HUN;Income Share|Capital|D7;%;
Reference;HBS 2010;HUN;Income Share|Capital|D8;%;
Reference;HBS 2010;HUN;Income Share|Capital|D9;%;
Reference;HBS 2010;HUN;Income Share|Labour|D1;%;12.29393418
Reference;HBS 2010;HUN;Income Share|Labour|D10;%;4.879929334
Reference;HBS 2010;HUN;Income Share|Labour|D2;%;7.724196032
Reference;HBS 2010;HUN;Income Share|Labour|D3;%;7.577885987
Reference;HBS 2010;HUN;Income Share|Labour|D4;%;7.328300721
Reference;HBS 2010;HUN;Income Share|Labour|D5;%;6.950319577
Reference;HBS 2010;HUN;Income Share|Labour|D6;%;6.426826857
Reference;HBS 2010;HUN;Income Share|Labour|D7;%;6.427917433
Reference;HBS 2010;HUN;Income Share|Labour|D8;%;5.810851775
Reference;HBS 2010;HUN;Income Share|Labour|D9;%;5.647284595
Reference;HBS 2010;HUN;Income Share|Other|D1;%;11.86136848
Reference;HBS 2010;HUN;Income Share|Other|D10;%;1.994100372
Reference;HBS 2010;HUN;Income Share|Other|D2;%;8.555667903
Reference;HBS 2010;HUN;Income Share|Other|D3;%;7.676157486
Reference;HBS 2010;HUN;Income Share|Other|D4;%;6.386018005
Reference;HBS 2010;HUN;Income Share|Other|D5;%;6.2940038
Reference;HBS 2010;HUN;Income Share|Other|D6;%;5.821045097
Reference;HBS 2010;HUN;Income Share|Other|D7;%;5.299457706
Reference;HBS 2010;HUN;Income Share|Other|D8;%;4.282531301
Reference;HBS 2010;HUN;Income Share|Other|D9;%;3.006257065
Reference;HBS 2010;HUN;Income Share|Transfers|D1;%;
Reference;HBS 2010;HUN;Income Share|Transfers|D10;%;
Reference;HBS 2010;HUN;Income Share|Transfers|D2;%;
Reference;HBS 2010;HUN;Income Share|Transfers|D3;%;
Reference;HBS 2010;HUN;Income Share|Transfers|D4;%;
Reference;HBS 2010;HUN;Income Share|Transfers|D5;%;
Reference;HBS 2010;HUN;Income Share|Transfers|D6;%;
Reference;HBS 2010;HUN;Income Share|Transfers|D7;%;
Reference;HBS 2010;HUN;Income Share|Transfers|D8;%;
Reference;HBS 2010;HUN;Income Share|Transfers|D9;%;
Reference;HBS 2010;HUN;Savings Rate|D1;%;-84.19537512
Reference;HBS 2010;HUN;Savings Rate|D10;%;17.10545802
Reference;HBS 2010;HUN;Savings Rate|D2;%;-35.8294022
Reference;HBS 2010;HUN;Savings Rate|D3;%;-28.43565851
Reference;HBS 2010;HUN;Savings Rate|D4;%;-20.75685547
Reference;HBS 2010;HUN;Savings Rate|D5;%;-17.44280825
Reference;HBS 2010;HUN;Savings Rate|D6;%;-12.27478166
Reference;HBS 2010;HUN;Savings Rate|D7;%;-8.669127322
Reference;HBS 2010;HUN;Savings Rate|D8;%;-0.584024196
Reference;HBS 2010;HUN;Savings Rate|D9;%;4.003626737
Reference;HBS 2010;HUN;Wealth Share|D1;%;
Reference;HBS 2010;HUN;Wealth Share|D10;%;
Reference;HBS 2010;HUN;Wealth Share|D2;%;
Reference;HBS 2010;HUN;Wealth Share|D3;%;
Reference;HBS 2010;HUN;Wealth Share|D4;%;
Reference;HBS 2010;HUN;Wealth Share|D5;%;
Reference;HBS 2010;HUN;Wealth Share|D6;%;
Reference;HBS 2010;HUN;Wealth Share|D7;%;
Reference;HBS 2010;HUN;Wealth Share|D8;%;
Reference;HBS 2010;HUN;Wealth Share|D9;%;
Reference;HBS 2010;IRL;Education|No Education|D1;%;0.606060606
Reference;HBS 2010;IRL;Education|No Education|D10;%;0.148367953
Reference;HBS 2010;IRL;Education|No Education|D2;%;0.376647834
Reference;HBS 2010;IRL;Education|No Education|D3;%;0.373831776
Reference;HBS 2010;IRL;Education|No Education|D4;%;1.111111111
Reference;HBS 2010;IRL;Education|No Education|D5;%;0.336700337
Reference;HBS 2010;IRL;Education|No Education|D6;%;0.324675325
Reference;HBS 2010;IRL;Education|No Education|D7;%;0.158227848
Reference;HBS 2010;IRL;Education|No Education|D8;%;0.331674959
Reference;HBS 2010;IRL;Education|No Education|D9;%;0.153139357
Reference;HBS 2010;IRL;Education|Not specified|D1;%;0.808080808
Reference;HBS 2010;IRL;Education|Not specified|D10;%;0.148367953
Reference;HBS 2010;IRL;Education|Not specified|D2;%;0.941619586
Reference;HBS 2010;IRL;Education|Not specified|D3;%;0.934579439
Reference;HBS 2010;IRL;Education|Not specified|D4;%;0.740740741
Reference;HBS 2010;IRL;Education|Not specified|D5;%;0.168350168
Reference;HBS 2010;IRL;Education|Not specified|D6;%;0.324675325
Reference;HBS 2010;IRL;Education|Not specified|D7;%;0.632911392
Reference;HBS 2010;IRL;Education|Not specified|D8;%;0.995024876
Reference;HBS 2010;IRL;Education|Not specified|D9;%;0.765696784
Reference;HBS 2010;IRL;Education|Primary Education|D1;%;14.14141414
Reference;HBS 2010;IRL;Education|Primary Education|D10;%;0.445103858
Reference;HBS 2010;IRL;Education|Primary Education|D2;%;27.30696798
Reference;HBS 2010;IRL;Education|Primary Education|D3;%;21.12149533
Reference;HBS 2010;IRL;Education|Primary Education|D4;%;19.62962963
Reference;HBS 2010;IRL;Education|Primary Education|D5;%;13.2996633
Reference;HBS 2010;IRL;Education|Primary Education|D6;%;11.2012987
Reference;HBS 2010;IRL;Education|Primary Education|D7;%;6.487341772
Reference;HBS 2010;IRL;Education|Primary Education|D8;%;4.64344942
Reference;HBS 2010;IRL;Education|Primary Education|D9;%;2.297090352
Reference;HBS 2010;IRL;Education|Secondary Education|D1;%;64.24242424
Reference;HBS 2010;IRL;Education|Secondary Education|D10;%;19.28783383
Reference;HBS 2010;IRL;Education|Secondary Education|D2;%;58.75706215
Reference;HBS 2010;IRL;Education|Secondary Education|D3;%;64.11214953
Reference;HBS 2010;IRL;Education|Secondary Education|D4;%;61.85185185
Reference;HBS 2010;IRL;Education|Secondary Education|D5;%;62.28956229
Reference;HBS 2010;IRL;Education|Secondary Education|D6;%;59.9025974
Reference;HBS 2010;IRL;Education|Secondary Education|D7;%;54.11392405
Reference;HBS 2010;IRL;Education|Secondary Education|D8;%;46.26865672
Reference;HBS 2010;IRL;Education|Secondary Education|D9;%;34.30321593
Reference;HBS 2010;IRL;Education|Tertiary Education|D1;%;20.2020202
Reference;HBS 2010;IRL;Education|Tertiary Education|D10;%;79.97032641
Reference;HBS 2010;IRL;Education|Tertiary Education|D2;%;12.61770245
Reference;HBS 2010;IRL;Education|Tertiary Education|D3;%;13.45794393
Reference;HBS 2010;IRL;Education|Tertiary Education|D4;%;16.66666667
Reference;HBS 2010;IRL;Education|Tertiary Education|D5;%;23.90572391
Reference;HBS 2010;IRL;Education|Tertiary Education|D6;%;28.24675325
Reference;HBS 2010;IRL;Education|Tertiary Education|D7;%;38.60759494
Reference;HBS 2010;IRL;Education|Tertiary Education|D8;%;47.76119403
Reference;HBS 2010;IRL;Education|Tertiary Education|D9;%;62.48085758
Reference;HBS 2010;IRL;Emissions per capita|D1;tCO2;7.713758829
Reference;HBS 2010;IRL;Emissions per capita|D10;tCO2;14.01857384
Reference;HBS 2010;IRL;Emissions per capita|D2;tCO2;6.293311761
Reference;HBS 2010;IRL;Emissions per capita|D3;tCO2;6.475727955
Reference;HBS 2010;IRL;Emissions per capita|D4;tCO2;6.587877078
Reference;HBS 2010;IRL;Emissions per capita|D5;tCO2;7.199535329
Reference;HBS 2010;IRL;Emissions per capita|D6;tCO2;7.610868285
Reference;HBS 2010;IRL;Emissions per capita|D7;tCO2;8.539345938
Reference;HBS 2010;IRL;Emissions per capita|D8;tCO2;10.90749024
Reference;HBS 2010;IRL;Emissions per capita|D9;tCO2;11.2882032
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
Reference;HBS 2010;IRL;Expenditure Decile|D1;%;7.033273721
Reference;HBS 2010;IRL;Expenditure Decile|D10;%;15.31838022
Reference;HBS 2010;IRL;Expenditure Decile|D2;%;5.791536854
